age,birthday,collection_day,contract_until,feet,height,id,joined_in,market_value,name,shirt_number,team_name
30,11/12/1988,2019/04/25,30.06.2021,esquerdo,173,76120,17/04/2018,3.50,Éverton,22,São Paulo Futebol Clube
29,14/06/1989,2019/04/25,04.07.2020,direito,174,92729,07/07/2018,2.50,Joao Rojas,7,São Paulo Futebol Clube
19,30/05/1999,2019/04/25,,esquerdo,177,575375,02/03/2019,,Jonas Toró,44,São Paulo Futebol Clube
19,24/02/2000,2019/04/25,30.09.2023,esquerdo,172,602105,01/01/2019,5.00,Antony,39,São Paulo Futebol Clube
24,22/11/1994,2019/04/25,31.12.2022,direito,164,252908,02/01/2019,1.75,Biro Biro,21,São Paulo Futebol Clube
29,02/09/1989,2019/04/25,31.12.2022,direito,180,37579,27/03/2019,9.00,Alexandre Pato,,São Paulo Futebol Clube
26,23/06/1992,2019/04/25,31.12.2022,direito,185,148765,01/01/2019,4.50,Pablo,12,São Paulo Futebol Clube
23,12/09/1995,2019/04/25,31.03.2021,esquerdo,194,403014,02/04/2018,1.25,Gonzalo Carneiro,19,São Paulo Futebol Clube
19,16/01/2000,2019/04/25,31.12.2020,direito,175,412366,01/05/2017,1.00,Brenner,30,São Paulo Futebol Clube
31,06/06/1987,2019/04/25,31.12.2022,direito,195,50144,01/01/2012,3.50,Cássio,12,Sport Club Corinthians Paulista
31,18/11/1987,2019/04/25,31.12.2019,direito,188,269860,01/05/2013,0.9,Walter,27,Sport Club Corinthians Paulista
23,03/06/1995,2019/04/25,31.12.2020,direito,186,408850,01/02/2016,0.1,Caíque França,1,Sport Club Corinthians Paulista
21,31/01/1998,2019/04/25,31.01.2020,direito,194,403346,01/01/2018,0.05,Filipe,40,Sport Club Corinthians Paulista
32,14/10/1986,2019/04/25,31.12.2020,direito,185,52513,26/01/2018,2.50,Henrique,3,Sport Club Corinthians Paulista
19,10/09/1999,2019/04/25,31.12.2023,direito,184,552912,28/02/2019,2.00,Bruno Méndez,,Sport Club Corinthians Paulista
29,26/02/1990,2019/04/25,31.12.2019,direito,181,113586,16/01/2019,1.75,Manoel,4,Sport Club Corinthians Paulista
23,02/10/1995,2019/04/25,31.12.2021,direito,188,329720,,0.9,Pedro Henrique,34,Sport Club Corinthians Paulista
27,16/04/1992,2019/04/25,31.12.2021,direito,184,166032,19/02/2018,0.6,Marllon,13,Sport Club Corinthians Paulista
29,09/06/1989,2019/04/25,30.06.2019,esquerdo,185,140748,16/07/2018,1.50,Danilo Avelar,35,Sport Club Corinthians Paulista
20,07/01/1999,2019/04/25,31.12.2021,esquerdo,184,585982,,0.1,Carlos Augusto,6,Sport Club Corinthians Paulista
29,11/06/1989,2019/04/25,31.12.2022,direito,168,47592,09/01/2015,6.00,Fágner,23,Sport Club Corinthians Paulista
29,15/02/1990,2019/04/25,31.12.2021,direito,177,77262,01/01/2019,1.50,Míchel,2,Sport Club Corinthians Paulista
26,10/07/1992,2019/04/25,31.12.2020,direito,172,213606,13/01/2017,4.00,Gabriel,5,Sport Club Corinthians Paulista
30,10/03/1989,2019/04/25,31.12.2021,direito,183,144789,02/02/2019,2.00,Júnior Urso,30,Sport Club Corinthians Paulista
25,18/02/1994,2019/04/25,31.12.2022,direito,191,530737,01/01/2019,1.50,Richard,26,Sport Club Corinthians Paulista
34,09/06/1984,2019/04/25,31.12.2020,direito,184,99903,17/02/2018,0.9,Ralf,15,Sport Club Corinthians Paulista
29,16/06/1989,2019/04/25,31.12.2020,direito,180,137726,04/01/2018,1.00,Renê Júnior,8,Sport Club Corinthians Paulista
22,11/04/1997,2019/04/25,31.12.2022,direito,180,583064,03/04/2019,0.4,Thiaguinho,20,Sport Club Corinthians Paulista
25,22/05/1993,2019/04/25,31.12.2022,direito,169,258070,01/01/2019,4.50,Ramiro,28,Sport Club Corinthians Paulista
22,06/01/1997,2019/04/25,30.06.2019,direito,182,403148,30/07/2018,4.00,Ángelo Araos,16,Sport Club Corinthians Paulista
25,28/01/1994,2019/04/25,31.12.2022,direito,166,189488,08/01/2019,3.50,Júnior Sornoza,7,Sport Club Corinthians Paulista
21,12/02/1998,2019/04/25,31.12.2021,direito,175,408958,16/01/2018,2.50,Mateus Vital,22,Sport Club Corinthians Paulista
35,05/10/1983,2019/04/25,31.12.2020,ambos,169,29261,06/02/2017,1.50,Jádson,10,Sport Club Corinthians Paulista
26,30/11/1992,2019/04/25,31.12.2019,esquerdo,170,272554,01/03/2019,1.25,Régis,18,Sport Club Corinthians Paulista
23,27/03/1996,2019/04/25,31.12.2019,direito,179,215149,,0.05,Rodrigo Figueiredo,,Sport Club Corinthians Paulista
24,19/03/1995,2019/04/25,31.12.2021,direito,166,392809,22/05/2017,2.00,Clayson,25,Sport Club Corinthians Paulista
21,05/03/1998,2019/04/25,31.12.2019,direito,170,340179,30/07/2018,1.00,Sergio Díaz,21,Sport Club Corinthians Paulista
22,26/01/1997,2019/04/25,31.06.2019,esquerdo,174,582301,,,Marquinhos,33,Sport Club Corinthians Paulista
21,13/04/1998,2019/04/25,31.12.2020,esquerdo,172,515208,01/01/2017,15.00,Pedrinho,38,Sport Club Corinthians Paulista
26,04/07/1992,2019/04/25,14.07.2019,direito,176,262262,05/06/2014,3.50,Ángel Romero,11,Sport Club Corinthians Paulista
22,21/04/1997,2019/04/25,31.12.2022,esquerdo,179,519851,01/01/2019,0.5,André Luis,29,Sport Club Corinthians Paulista
33,22/05/1985,2019/04/25,30.12.2020,direito,185,40822,03/01/2019,1.75,Mauro Boselli,17,Sport Club Corinthians Paulista
34,11/06/1984,2019/04/25,31.12.2020,ambos,172,18829,25/01/2019,1.00,Vágner Love,9,Sport Club Corinthians Paulista
25,29/03/1994,2019/04/25,31.12.2022,direito,188,333913,31/08/2016,0.8,Gustavo,19,Sport Club Corinthians Paulista
20,26/06/1998,2019/04/25,31.12.2022,direito,187,541048,21/02/2018,0.1,Matheus Matias,,Sport Club Corinthians Paulista
31,03/04/1988,2019/04/25,08.05.2020,direito,189,99439,12/05/2016,2.50,Danilo Fernandes,1,Sport Club Internacional
32,18/12/1986,2019/04/25,31.12.2021,direito,188,53015,15/07/2016,2.00,Marcelo Lomba,12,Sport Club Internacional
24,06/05/1994,2019/04/25,31.12.2021,,188,530421,01/01/2017,0.1,Daniel,42,Sport Club Internacional
22,29/10/1996,2019/04/25,31.12.2019,,193,417084,,0.05,Keiller,32,Sport Club Internacional
20,09/10/1998,2019/04/25,30.06.2021,direito,195,641458,01/01/2018,0.05,Carlos Miguel,43,Sport Club Internacional
30,19/11/1988,2019/04/25,30.06.2022,esquerdo,187,104326,02/03/2017,4.50,Víctor Cuesta,15,Sport Club Internacional
31,27/10/1987,2019/04/25,31.07.2021,direito,188,119434,06/02/2018,2.50,Rodrigo Moledo,4,Sport Club Internacional
24,05/04/1995,2019/04/25,31.12.2019,direito,184,382171,18/07/2018,1.00,Emerson Santos,20,Sport Club Internacional
25,11/01/1994,2019/04/25,31.12.2020,direito,187,484599,01/01/2018,0.8,Klaus,44,Sport Club Internacional
20,03/06/1998,2019/04/25,,direito,188,641457,02/01/2019,,Roberto,40,Sport Club Internacional
20,01/04/1999,2019/04/25,31.12.2022,direito,191,563692,02/01/2019,,Bruno Fuchs,45,Sport Club Internacional
22,23/03/1997,2019/04/25,31.06.2021,esquerdo,181,520468,01/01/2017,2.00,Iago,28,Sport Club Internacional
30,08/10/1988,2019/04/25,31.12.2019,esquerdo,179,74747,11/01/2017,1.50,Uendel,6,Sport Club Internacional
24,16/05/1994,2019/04/25,30.06.2022,direito,169,325196,23/04/2018,1.50,Zeca,37,Sport Club Internacional
33,30/08/1985,2019/04/25,31.12.2019,direito,180,55497,10/01/2019,0.9,Bruno,2,Sport Club Internacional
21,30/05/1997,2019/04/25,31.12.2021,direito,172,476362,01/01/2018,0.3,Dudu,27,Sport Club Internacional
24,17/06/1994,2019/04/25,31.12.2020,direito,186,181780,01/01/2015,6.00,Rodrigo Dourado,13,Sport Club Internacional
29,06/06/1989,2019/04/25,31.12.2020,direito,182,186922,10/01/2019,3.00,Rodrigo Lindoso,19,Sport Club Internacional
28,27/01/1991,2019/04/25,30.06.2019,direito,175,128932,12/03/2018,2.50,Rithely,16,Sport Club Internacional
26,29/07/1992,2019/04/25,31.12.2022,esquerdo,176,333159,01/01/2018,4.00,Patrick,88,Sport Club Internacional
29,18/12/1989,2019/04/25,30.06.2021,direito,175,169052,01/07/2018,3.50,Edenilson,8,Sport Club Internacional
27,13/03/1992,2019/04/25,31.12.2020,direito,179,378975,07/01/2019,1.25,Matheus Galdezani,25,Sport Club Internacional
33,09/03/1986,2019/04/25,31.12.2020,direito,174,74286,19/07/2017,1.25,Camilo,21,Sport Club Internacional
38,15/04/1981,2019/04/25,31.12.2019,esquerdo,174,3445,01/07/2008,0.9,Andrés D'Alessandro,10,Sport Club Internacional
21,20/07/1997,2019/04/25,,esquerdo,180,505002,01/07/2018,0.05,Martín Sarrafiore,29,Sport Club Internacional
21,03/03/1998,2019/04/25,,,174,546172,,0.05,Nonato,33,Sport Club Internacional
19,11/10/1999,2019/04/25,31.12.2021,direito,176,574949,01/01/2018,0.05,Richard,49,Sport Club Internacional
25,22/12/1993,2019/04/25,31.05.2021,esquerdo,180,199472,08/05/2017,3.50,William Pottker,99,Sport Club Internacional
25,17/02/1994,2019/04/25,30.06.2020,direito,166,264284,01/01/2019,3.00,Neílton,17,Sport Club Internacional
26,06/01/1993,2019/04/25,31.07.2020,direito,170,121990,05/01/2018,0.9,Wellington Silva,11,Sport Club Internacional
23,19/09/1995,2019/04/25,31.12.2019,direito,176,393830,01/01/2019,0.5,Guilherme Parede,77,Sport Club Internacional
25,01/10/1993,2019/04/25,17.07.2020,esquerdo,179,185593,20/07/2016,3.00,Nicolás López,7,Sport Club Internacional
35,01/01/1984,2019/04/25,31.08.2021,direito,185,2989,12/08/2018,3.00,Paolo Guerrero,9,Sport Club Internacional
30,31/05/1988,2019/04/25,30.06.2019,direito,183,248105,16/07/2018,1.75,Jonatan Álvez,86,Sport Club Internacional
29,17/01/1990,2019/04/25,31.12.2019,direito,185,142216,16/01/2019,1.25,Santiago Tréllez,22,Sport Club Internacional
33,17/06/1985,2019/04/25,31.12.2019,direito,175,27376,05/01/2019,1.25,Rafael Sóbis,23,Sport Club Internacional
29,23/06/1989,2019/04/25,31.12.2021,esquerdo,192,68097,01/01/2008,0.9,Rafael,12,Cruzeiro Esporte Clube
38,30/09/1980,2019/04/25,31.12.2019,direito,188,22415,01/01/2005,0.75,Fábio,1,Cruzeiro Esporte Clube
20,21/10/1998,2019/04/25,,direito,195,590039,,0.05,Vitor Eudes,39,Cruzeiro Esporte Clube
30,01/07/1988,2019/04/25,31.12.2021,direito,192,113094,01/04/2013,3.50,Dedé,26,Cruzeiro Esporte Clube
31,30/01/1988,2019/04/25,31.12.2019,direito,186,55245,01/08/2010,2.50,Léo,3,Cruzeiro Esporte Clube
22,27/03/1997,2019/04/25,,direito,188,458710,01/01/2017,1.00,Murilo Cerqueira,4,Cruzeiro Esporte Clube
23,12/02/1996,2019/04/25,31.12.2021,direito,192,432773,01/01/2016,0.9,Fabrício Bruno,25,Cruzeiro Esporte Clube
20,25/04/1999,2019/04/25,,direito,185,603122,,0.1,Cacá,14,Cruzeiro Esporte Clube
32,16/06/1986,2019/04/25,31.12.2020,esquerdo,177,54419,01/01/2018,2.50,Egídio,6,Cruzeiro Esporte Clube
27,06/02/1992,2019/04/25,31.12.2019,esquerdo,177,109038,23/01/2019,2.25,Dodô,18,Cruzeiro Esporte Clube
27,28/03/1992,2019/04/25,30.06.2019,esquerdo,176,224863,10/05/2016,0.6,Bryan,,Cruzeiro Esporte Clube
28,28/09/1990,2019/04/25,30.09.2019,,181,346062,19/09/2014,0.4,Breno Lopes,,Cruzeiro Esporte Clube
21,05/12/1997,2019/04/25,,esquerdo,177,445102,01/01/2018,0.1,Victor Luiz,,Cruzeiro Esporte Clube
21,05/02/1998,2019/04/25,,esquerdo,180,625617,,,Rafael Santos,36,Cruzeiro Esporte Clube
23,20/08/1995,2019/04/25,30.06.2022,direito,180,331057,04/01/2019,1.50,Luis Manuel Orejuela,28,Cruzeiro Esporte Clube
32,27/07/1986,2019/04/25,31.12.2020,direito,177,75083,02/01/2018,1.25,Edílson,2,Cruzeiro Esporte Clube
25,18/04/1994,2019/04/25,03.02.2021,direito,167,242201,02/02/2016,2.50,Lucas Romero,29,Cruzeiro Esporte Clube
33,16/05/1985,2019/04/25,31.12.2019,direito,180,54303,01/01/2013,2.00,Henrique,8,Cruzeiro Esporte Clube
31,11/09/1987,2019/04/25,31.12.2020,esquerdo,187,53472,05/08/2015,1.50,Ariel Cabral,5,Cruzeiro Esporte Clube
19,07/07/1999,2019/04/25,,direito,183,607854,,0.1,Éderson,15,Cruzeiro Esporte Clube
26,16/02/1993,2019/04/25,30.06.2019,direito,181,218118,31/01/2017,2.00,Lucas Silva,16,Cruzeiro Esporte Clube
25,30/08/1993,2019/04/25,31.12.2021,direito,171,205179,03/01/2019,1.75,Jádson,27,Cruzeiro Esporte Clube
19,23/12/1999,2019/04/25,,direito,176,625619,,,Michel Borges,37,Cruzeiro Esporte Clube
31,10/11/1987,2019/04/25,31.12.2019,direito,170,75833,26/04/2016,2.00,Robinho,19,Cruzeiro Esporte Clube
28,21/07/1990,2019/04/25,31.12.2021,esquerdo,174,100091,18/01/2019,1.75,Marquinhos Gabriel,20,Cruzeiro Esporte Clube
31,27/03/1988,2019/04/25,31.12.2021,direito,177,77059,23/01/2019,5.00,Rodriguinho,23,Cruzeiro Esporte Clube
34,27/02/1985,2019/04/25,31.12.2020,esquerdo,176,53262,05/01/2017,3.50,Thiago Neves,10,Cruzeiro Esporte Clube
25,25/10/1993,2019/04/25,,esquerdo,169,410494,01/07/2015,0.1,Luiz Fernando,,Cruzeiro Esporte Clube
24,01/10/1994,2019/04/25,31.12.2019,direito,175,362844,02/04/2019,2.50,Pedro Rocha,32,Cruzeiro Esporte Clube
23,17/10/1995,2019/04/25,31.12.2022,direito,179,373189,02/01/2018,1.50,David,11,Cruzeiro Esporte Clube
35,04/08/1983,2019/04/25,31.12.2019,direito,167,52894,12/07/2016,0.9,Rafinha,7,Cruzeiro Esporte Clube
25,11/01/1994,2019/04/25,30.06.2020,direito,174,218353,20/06/2017,3.00,Sassá,99,Cruzeiro Esporte Clube
35,03/10/1983,2019/04/25,31.12.2020,ambos,185,31005,01/01/2018,2.50,Fred,9,Cruzeiro Esporte Clube
22,11/06/1996,2019/04/25,31.12.2022,direito,184,349583,25/01/2017,1.50,Raniel,17,Cruzeiro Esporte Clube
36,21/01/1983,2019/04/25,31.12.2020,esquerdo,193,67867,01/07/2012,2.00,Victor,1,Clube Atlético Mineiro
24,28/04/1994,2019/04/25,30.08.2019,direito,186,181777,01/01/2014,0.5,Uilson,32,Clube Atlético Mineiro
24,08/04/1995,2019/04/25,,direito,194,579207,,0.05,Michael,31,Clube Atlético Mineiro
21,01/08/1997,2019/04/25,,,,597588,,0.05,Fernando,33,Clube Atlético Mineiro
21,19/08/1997,2019/04/25,31.12.2022,direito,190,468247,01/01/2016,0.05,Cleiton,40,Clube Atlético Mineiro
23,28/04/1995,2019/04/25,31.12.2022,direito,190,341701,04/01/2019,3.00,Igor Rabello,16,Clube Atlético Mineiro
34,04/01/1985,2019/04/25,31.12.2021,direito,192,72489,01/01/2019,2.00,Réver,4,Clube Atlético Mineiro
23,06/02/1996,2019/04/25,,direito,195,348261,01/01/2019,1.50,Iago Maidana,19,Clube Atlético Mineiro
39,22/06/1979,2019/04/25,,direito,192,54503,01/01/2011,0.5,Leonardo Silva,3,Clube Atlético Mineiro
24,14/09/1994,2019/04/25,,direito,188,371522,01/05/2017,0.05,Matheus Mancini,15,Clube Atlético Mineiro
19,14/03/2000,2019/04/25,,,185,468299,,0.05,Matheus Stockl,35,Clube Atlético Mineiro
21,13/11/1997,2019/04/25,30.06.2019,direito,180,565818,11/08/2018,0.05,Martín Rea,38,Clube Atlético Mineiro
33,16/09/1985,2019/04/25,31.12.2020,esquerdo,179,13835,20/06/2016,2.50,Fábio Santos,6,Clube Atlético Mineiro
19,30/04/1999,2019/04/25,31.12.2022,esquerdo,175,589862,02/07/2018,0.1,Carlos Gabriel,22,Clube Atlético Mineiro
30,25/03/1989,2019/04/25,31.12.2020,direito,173,95087,01/01/2011,1.75,Patric,29,Clube Atlético Mineiro
20,29/08/1998,2019/04/25,31.12.2023,direito,174,592344,01/01/2019,0.9,Guga,98,Clube Atlético Mineiro
32,21/04/1987,2019/04/25,31.07.2019,direito,174,121046,01/04/2012,0.6,Carlos César,26,Clube Atlético Mineiro
21,19/01/1998,2019/04/25,,direito,,646361,,,Renan Guedes,42,Clube Atlético Mineiro
32,16/01/1987,2019/04/25,31.12.2020,direito,181,52408,01/03/2017,2.75,Adilson,21,Clube Atlético Mineiro
24,11/03/1995,2019/04/25,31.12.2023,direito,177,323452,01/01/2019,1.00,José Welison,14,Clube Atlético Mineiro
25,25/12/1993,2019/04/25,31.12.2021,direito,178,255754,01/06/2013,0.7,Lucas Cândido,18,Clube Atlético Mineiro
24,26/08/1994,2019/04/25,31.12.2022,direito,178,239294,01/01/2019,0.7,Jair,88,Clube Atlético Mineiro
16,11/09/2002,2019/04/25,,,,627231,02/01/2019,,Neto,46,Clube Atlético Mineiro
33,16/05/1985,2019/04/25,31.01.2020,direito,173,74600,27/01/2017,2.00,Elias,7,Clube Atlético Mineiro
24,03/10/1994,2019/04/25,31.12.2022,direito,174,374855,21/05/2018,1.50,Gustavo Blanco,30,Clube Atlético Mineiro
28,11/08/1990,2019/04/25,30.04.2022,direito,170,192318,01/01/2013,2.50,Luan,27,Clube Atlético Mineiro
24,11/08/1994,2019/04/25,30.06.2023,esquerdo,176,261309,01/07/2018,1.00,David Terans,20,Clube Atlético Mineiro
27,03/04/1992,2019/04/25,31.12.2020,direito,171,146367,28/01/2016,6.00,Juan Cazares,10,Clube Atlético Mineiro
28,15/04/1991,2019/04/25,31.12.2020,direito,177,106281,10/01/2019,1.75,Vinicius,92,Clube Atlético Mineiro
18,27/04/2000,2019/04/25,31.12.2022,direito,175,584083,01/01/2019,0.05,Bruninho,43,Clube Atlético Mineiro
20,15/02/1999,2019/04/25,,,,646362,,,Alessandro Vinícius,39,Clube Atlético Mineiro
20,17/10/1998,2019/04/25,,,,468256,,0.05,Daniel Penha,41,Clube Atlético Mineiro
29,18/02/1990,2019/04/25,31.12.2021,direito,182,70484,14/01/2019,2.75,Maicón,11,Clube Atlético Mineiro
23,13/03/1996,2019/04/25,30.06.2019,direito,177,294798,24/07/2018,0.9,Nathan,23,Clube Atlético Mineiro
20,11/10/1998,2019/04/25,30.06.2019,direito,174,351898,10/07/2018,0.6,Leandrinho,17,Clube Atlético Mineiro
28,02/04/1991,2019/04/25,30.06.2023,direito,162,165361,09/06/2018,4.00,Yimmi Chará,8,Clube Atlético Mineiro
27,05/04/1992,2019/04/25,31.12.2019,esquerdo,178,177009,08/03/2019,1.50,Geuvânio,49,Clube Atlético Mineiro
38,06/05/1980,2019/04/25,31.12.2020,direito,183,15468,01/01/2018,0.75,Ricardo Oliveira,9,Clube Atlético Mineiro
20,12/04/1999,2019/04/25,,direito,179,587328,13/02/2019,0.5,Rafael Papagaio,99,Clube Atlético Mineiro
19,12/01/2000,2019/04/25,31.12.2021,direito,179,371996,01/03/2018,0.1,Alerrandro,44,Clube Atlético Mineiro
28,19/03/1991,2019/04/25,31.12.2021,direito,189,102227,02/01/2019,0.9,Rodolfo,39,Fluminense Football Club
29,11/12/1989,2019/04/25,31.12.2019,esquerdo,187,74584,05/01/2019,0.5,Agenor,25,Fluminense Football Club
24,19/10/1994,2019/04/25,30.06.2019,direito,188,189425,22/01/2018,0.35,Guillermo de Amores,,Fluminense Football Club
23,13/04/1996,2019/04/25,31.12.2019,direito,188,283166,01/07/2017,0.05,Marcos Felipe,1,Fluminense Football Club
20,09/12/1998,2019/04/25,31.12.2019,direito,186,351894,27/02/2019,6.00,Léo Santos,14,Fluminense Football Club
34,12/02/1985,2019/04/25,31.12.2019,direito,190,137159,01/01/2019,1.00,Matheus Ferraz,3,Fluminense Football Club
30,07/05/1988,2019/04/25,31.12.2019,direito,186,85942,28/06/2018,1.00,Digão,26,Fluminense Football Club
24,13/07/1994,2019/04/25,31.12.2019,direito,186,330031,07/08/2018,0.8,Paulo Ricardo,4,Fluminense Football Club
24,27/03/1995,2019/04/25,30.04.2020,direito,187,187211,01/09/2015,0.5,Ygor Nogueira,,Fluminense Football Club
22,05/06/1996,2019/04/25,31.12.2020,,188,522979,01/07/2017,0.4,Frazan,13,Fluminense Football Club
22,10/04/1997,2019/04/25,31.12.2019,direito,188,520454,25/02/2019,0.3,Nino,33,Fluminense Football Club
19,30/09/1999,2019/04/25,31.12.2019,,,599828,,0.05,César Nunes,40,Fluminense Football Club
21,20/05/1997,2019/04/25,31.12.2021,esquerdo,178,406675,10/01/2019,0.8,Marlon,12,Fluminense Football Club
20,27/07/1998,2019/04/25,31.12.2021,esquerdo,180,503766,01/01/2017,0.5,Matheus Mascarenhas,16,Fluminense Football Club
26,07/03/1993,2019/04/25,31.12.2019,direito,181,231614,01/01/2018,1.50,Gilberto,2,Fluminense Football Club
26,22/02/1993,2019/04/25,31.12.2019,direito,178,224047,04/01/2019,0.9,Ezequiel,6,Fluminense Football Club
24,23/08/1994,2019/04/25,31.12.2020,direito,175,223977,01/07/2013,0.5,Igor Julião,21,Fluminense Football Club
29,21/02/1990,2019/04/25,31.12.2019,direito,182,72861,16/01/2018,0.4,Airton,5,Fluminense Football Club
24,08/04/1995,2019/04/25,29.12.2020,direito,178,362790,01/01/2017,0.15,Luiz Fernando,31,Fluminense Football Club
20,03/02/1999,2019/04/25,22.01.2021,direito,175,600549,02/01/2019,0.05,Zé Ricardo,38,Fluminense Football Club
19,10/05/1999,2019/04/25,31.12.2019,,,628223,,0.05,Alex,42,Fluminense Football Club
20,11/01/1999,2019/04/25,,direito,187,565443,07/06/2018,,Caio,34,Fluminense Football Club
32,03/08/1986,2019/04/25,31.12.2019,direito,179,75131,08/01/2019,1.50,Bruno Silva,8,Fluminense Football Club
21,31/07/1997,2019/04/25,31.12.2019,esquerdo,179,420064,15/01/2019,1.25,Caio Henrique,19,Fluminense Football Club
22,03/03/1997,2019/04/25,30.06.2019,esquerdo,172,385271,15/02/2019,1.00,Allan,29,Fluminense Football Club
